subjID,trial,targetWord,correct
id0018,13,chanterelle,1
id0018,14,ruin,0
id0018,15,labyrinth,0
id0018,16,orchid,0
id0018,17,zucchini,1
id0018,18,kayak,0
id0018,19,lobster,1
id0018,20,carnation,1
id0018,21,flounder,0
id0018,22,cello,0
id0020,1,eye,1
id0020,2,carrot,1
id0020,3,ant,1
id0020,4,elk,1
id0020,5,choir,1
id0020,6,ventilator,1
id0020,7,arugula,1
id0020,8,giraffe,1
id0020,9,palmtree,1
id0020,10,pineapple,1
id0020,11,ocean,1
id0020,12,gazelle,1
id0020,13,chanterelle,1
id0020,14,ruin,1
id0020,15,labyrinth,1
id0020,16,orchid,1
id0020,17,zucchini,1
id0020,18,kayak,1
id0020,19,lobster,1
id0020,20,carnation,1
id0020,21,flounder,1
id0020,22,cello,0
id0021,1,eye,1
id0021,2,carrot,1
id0021,3,ant,1
id0021,4,elk,1
id0021,5,choir,0
id0021,6,ventilator,1
id0021,7,arugula,1
id0021,8,giraffe,1
id0021,9,palmtree,1
id0021,10,pineapple,1
id0021,11,ocean,1
id0021,12,gazelle,1
id0021,13,chanterelle,1
id0021,14,ruin,1
id0021,15,labyrinth,1
id0021,16,orchid,1
id0021,17,zucchini,1
id0021,18,kayak,1
id0021,19,lobster,1
id0021,20,carnation,0
id0021,21,flounder,1
id0021,22,cello,0
id0022,1,eye,1
id0022,2,carrot,1
id0022,3,ant,1
id0022,4,elk,1
id0022,5,choir,0
id0022,6,ventilator,1
id0022,7,arugula,0
id0022,8,giraffe,1
id0022,9,palmtree,1
id0022,10,pineapple,1
id0022,11,ocean,1
id0022,12,gazelle,0
id0022,13,chanterelle,1
id0022,14,ruin,1
id0022,15,labyrinth,1
id0022,16,orchid,1
id0022,17,zucchini,1
id0022,18,kayak,1
id0022,19,lobster,1
id0022,20,carnation,1
id0022,21,flounder,1
id0022,22,cello,0
id0025,1,eye,1
id0025,2,carrot,1
id0025,3,ant,1
id0025,4,elk,1
id0025,5,choir,0
id0025,6,ventilator,1
id0025,7,arugula,0
id0025,8,giraffe,1
id0025,9,palmtree,1
id0025,10,pineapple,1
id0025,11,ocean,1
id0025,12,gazelle,1
id0025,13,chanterelle,1
id0025,14,ruin,1
id0025,15,labyrinth,1
id0025,16,orchid,1
id0025,17,zucchini,1
id0025,18,kayak,0
id0025,19,lobster,1
id0025,20,carnation,0
id0025,21,flounder,1
id0025,22,cello,1
id0026,1,eye,1
id0026,2,carrot,1
id0026,3,ant,1
id0026,4,elk,1
id0026,5,choir,1
id0026,6,ventilator,1
id0026,7,arugula,1
id0026,8,giraffe,1
id0026,9,palmtree,1
id0026,10,pineapple,1
id0026,11,ocean,1
id0026,12,gazelle,1
id0026,13,chanterelle,1
id0026,14,ruin,1
id0026,15,labyrinth,1
id0026,16,orchid,1
id0026,17,zucchini,1
id0026,18,kayak,1
id0026,19,lobster,1
id0026,20,carnation,0
id0026,21,flounder,1
id0026,22,cello,1
id0028,1,eye,1
id0028,2,carrot,1
id0028,3,ant,1
id0028,4,elk,1
id0028,5,choir,1
id0028,6,ventilator,1
id0028,7,arugula,0
id0028,8,giraffe,1
id0028,9,palmtree,1
id0028,10,pineapple,1
id0028,11,ocean,1
id0028,12,gazelle,1
id0028,13,chanterelle,1
id0028,14,ruin,1
id0028,15,labyrinth,1
id0028,16,orchid,1
id0028,17,zucchini,1
id0028,18,kayak,1
id0028,19,lobster,1
id0028,20,carnation,0
id0028,21,flounder,1
id0028,22,cello,0
id0029,1,eye,1
id0029,2,carrot,1
id0029,3,ant,1
id0029,4,elk,1
id0029,5,choir,1
id0029,6,ventilator,1
id0029,7,arugula,1
id0029,8,giraffe,1
id0029,9,palmtree,1
id0029,10,pineapple,1
id0029,11,ocean,1
id0029,12,gazelle,1
id0029,13,chanterelle,1
id0029,14,ruin,1
id0029,15,labyrinth,1
id0029,16,orchid,1
id0029,17,zucchini,1
id0029,18,kayak,1
id0029,19,lobster,1
id0029,20,carnation,0
id0029,21,flounder,0
id0029,22,cello,0
id0030,1,eye,1
id0030,2,carrot,1
id0030,3,ant,1
id0030,4,elk,1
id0030,5,choir,1
id0030,6,ventilator,1
id0030,7,arugula,0
id0030,8,giraffe,1
id0030,9,palmtree,1
id0030,10,pineapple,1
id0030,11,ocean,1
id0030,12,gazelle,1
id0030,13,chanterelle,1
id0030,14,ruin,1
id0030,15,labyrinth,1
id0030,16,orchid,1
id0030,17,zucchini,1
id0030,18,kayak,0
id0030,19,lobster,1
id0030,20,carnation,0
id0030,21,flounder,1
id0030,22,cello,0
id0031,1,eye,1
id0031,2,carrot,1
id0031,3,ant,1
id0031,4,elk,1
id0031,5,choir,0
id0031,6,ventilator,1
id0031,7,arugula,0
id0031,8,giraffe,1
id0031,9,palmtree,1
id0031,10,pineapple,1
id0031,11,ocean,1
id0031,12,gazelle,1
id0031,13,chanterelle,1
id0031,14,ruin,1
id0031,15,labyrinth,1
id0031,16,orchid,1
id0031,17,zucchini,1
id0031,18,kayak,1
id0031,19,lobster,1
id0031,20,carnation,0
id0031,21,flounder,0
id0031,22,cello,0
id0034,1,eye,1
id0034,2,carrot,1
id0034,3,ant,1
id0034,4,elk,1
id0034,5,choir,0
id0034,6,ventilator,1
id0034,7,arugula,0
id0034,8,giraffe,1
id0034,9,palmtree,1
id0034,10,pineapple,1
id0034,11,ocean,1
id0034,12,gazelle,1
id0034,13,chanterelle,1
id0034,14,ruin,1
id0034,15,labyrinth,1
id0034,16,orchid,1
id0034,17,zucchini,1
id0034,18,kayak,0
id0034,19,lobster,0
id0034,20,carnation,1
id0034,21,flounder,0
id0034,22,cello,1
id0035,1,eye,1
id0035,2,carrot,1
id0035,3,ant,1
id0035,4,elk,1
id0035,5,choir,1
id0035,6,ventilator,1
id0035,7,arugula,0
id0035,8,giraffe,1
id0035,9,palmtree,1
id0035,10,pineapple,1
id0035,11,ocean,1
id0035,12,gazelle,1
id0035,13,chanterelle,1
id0035,14,ruin,1
id0035,15,labyrinth,1
id0035,16,orchid,1
id0035,17,zucchini,1
id0035,18,kayak,0
id0035,19,lobster,1
id0035,20,carnation,1
id0035,21,flounder,1
id0035,22,cello,1
id0037,1,eye,1
id0037,2,carrot,1
id0037,3,ant,1
id0037,4,elk,1
id0037,5,choir,1
id0037,6,ventilator,1
id0037,7,arugula,1
id0037,8,giraffe,1
id0037,9,palmtree,1
id0037,10,pineapple,1
id0037,11,ocean,1
id0037,12,gazelle,1
id0037,13,chanterelle,1
id0037,14,ruin,1
id0037,15,labyrinth,1
id0037,16,orchid,1
id0037,17,zucchini,1
id0037,18,kayak,1
id0037,19,lobster,1
id0037,20,carnation,1
id0037,21,flounder,0
id0037,22,cello,0
id0038,1,eye,1
id0038,2,carrot,1
id0038,3,ant,1
id0038,4,elk,1
id0038,5,choir,1
id0038,6,ventilator,1
id0038,7,arugula,0
id0038,8,giraffe,1
id0038,9,palmtree,0
id0038,10,pineapple,1
id0038,11,ocean,1
id0038,12,gazelle,1
id0038,13,chanterelle,0
id0038,14,ruin,0
id0038,15,labyrinth,0
id0038,16,orchid,0
id0038,17,zucchini,1
id0038,18,kayak,1
id0038,19,lobster,1
id0038,20,carnation,0
id0038,21,flounder,0
id0038,22,cello,0
id0040,1,eye,1
id0040,2,carrot,1
id0040,3,ant,1
id0040,4,elk,1
id0040,5,choir,1
id0040,6,ventilator,1
id0040,7,arugula,0
id0040,8,giraffe,1
id0040,9,palmtree,1
id0040,10,pineapple,1
id0040,11,ocean,1
id0040,12,gazelle,1
id0040,13,chanterelle,1
id0040,14,ruin,1
id0040,15,labyrinth,1
id0040,16,orchid,1
id0040,17,zucchini,1
id0040,18,kayak,1
id0040,19,lobster,0
id0040,20,carnation,0
id0040,21,flounder,1
id0040,22,cello,1
id0042,1,eye,1
id0042,2,carrot,1
id0042,3,ant,1
id0042,4,elk,1
id0042,5,choir,1
id0042,6,ventilator,1
id0042,7,arugula,0
id0042,8,giraffe,1
id0042,9,palmtree,1
id0042,10,pineapple,1
id0042,11,ocean,1
id0042,12,gazelle,1
id0042,13,chanterelle,1
id0042,14,ruin,1
id0042,15,labyrinth,1
id0042,16,orchid,1
id0042,17,zucchini,1
id0042,18,kayak,1
id0042,19,lobster,1
id0042,20,carnation,0
id0042,21,flounder,1
id0042,22,cello,0
id0043,1,eye,1
id0043,2,carrot,1
id0043,3,ant,1
id0043,4,elk,1
id0043,5,choir,0
id0043,6,ventilator,1
id0043,7,arugula,0
id0043,8,giraffe,1
id0043,9,palmtree,1
id0043,10,pineapple,1
id0043,11,ocean,1
id0043,12,gazelle,0
id0043,13,chanterelle,1
id0043,14,ruin,1
id0043,15,labyrinth,1
id0043,16,orchid,1
id0043,17,zucchini,0
id0043,18,kayak,1
id0043,19,lobster,1
id0043,20,carnation,1
id0043,21,flounder,1
id0043,22,cello,0
id0047,1,eye,1
id0047,2,carrot,1
id0047,3,ant,1
id0047,4,elk,1
id0047,5,choir,0
id0047,6,ventilator,1
id0047,7,arugula,1
id0047,8,giraffe,1
id0047,9,palmtree,1
id0047,10,pineapple,1
id0047,11,ocean,1
id0047,12,gazelle,1
id0047,13,chanterelle,0
id0047,14,ruin,1
id0047,15,labyrinth,1
id0047,16,orchid,0
id0047,17,zucchini,1
id0047,18,kayak,0
id0047,19,lobster,1
id0047,20,carnation,0
id0047,21,flounder,0
id0047,22,cello,0
id0048,1,eye,1
id0048,2,carrot,1
id0048,3,ant,1
id0048,4,elk,1
id0048,5,choir,0
id0048,6,ventilator,1
id0048,7,arugula,1
id0048,8,giraffe,1
id0048,9,palmtree,1
id0048,10,pineapple,1
id0048,11,ocean,1
id0048,12,gazelle,1
id0048,13,chanterelle,1
id0048,14,ruin,1
id0048,15,labyrinth,1
id0048,16,orchid,1
id0048,17,zucchini,1
id0048,18,kayak,1
id0048,19,lobster,1
id0048,20,carnation,1
id0048,21,flounder,1
id0048,22,cello,1
id0049,1,eye,1
id0049,2,carrot,1
id0049,3,ant,1
id0049,4,elk,1
id0049,5,choir,1
id0049,6,ventilator,1
id0049,7,arugula,1
id0049,8,giraffe,1
id0049,9,palmtree,1
id0049,10,pineapple,1
id0049,11,ocean,1
id0049,12,gazelle,1
id0049,13,chanterelle,1
id0049,14,ruin,1
id0049,15,labyrinth,1
id0049,16,orchid,0
id0049,17,zucchini,1
id0049,18,kayak,1
id0049,19,lobster,1
id0049,20,carnation,1
id0049,21,flounder,0
id0049,22,cello,0
id0053,1,eye,1
id0053,2,carrot,1
id0053,3,ant,1
id0053,4,elk,1
id0053,5,choir,1
id0053,6,ventilator,1
id0053,7,arugula,1
id0053,8,giraffe,1
id0053,9,palmtree,1
id0053,10,pineapple,1
id0053,11,ocean,1
id0053,12,gazelle,1
id0053,13,chanterelle,0
id0053,14,ruin,1
id0053,15,labyrinth,1
id0053,16,orchid,1
id0053,17,zucchini,1
id0053,18,kayak,0
id0053,19,lobster,0
id0053,20,carnation,0
id0053,21,flounder,1
id0053,22,cello,1
id0054,1,eye,1
id0054,2,carrot,1
id0054,3,ant,1
id0054,4,elk,1
id0054,5,choir,1
id0054,6,ventilator,1
id0054,7,arugula,0
id0054,8,giraffe,1
id0054,9,palmtree,1
id0054,10,pineapple,1
id0054,11,ocean,1
id0054,12,gazelle,1
id0054,13,chanterelle,1
id0054,14,ruin,1
id0054,15,labyrinth,1
id0054,16,orchid,1
id0054,17,zucchini,1
id0054,18,kayak,1
id0054,19,lobster,1
id0054,20,carnation,0
id0054,21,flounder,0
id0054,22,cello,1
id0055,1,eye,1
id0055,2,carrot,1
id0055,3,ant,1
id0055,4,elk,1
id0055,5,choir,0
id0055,6,ventilator,1
id0055,7,arugula,0
id0055,8,giraffe,1
id0055,9,palmtree,1
id0055,10,pineapple,1
id0055,11,ocean,0
id0055,12,gazelle,0
id0055,13,chanterelle,0
id0055,14,ruin,0
id0055,15,labyrinth,0
id0055,16,orchid,0
id0055,17,zucchini,1
id0055,18,kayak,0
id0055,19,lobster,1
id0055,20,carnation,0
id0055,21,flounder,0
id0055,22,cello,1
id0058,1,eye,1
id0058,2,carrot,1
id0058,3,ant,1
id0058,4,elk,1
id0058,5,choir,1
id0058,6,ventilator,1
id0058,7,arugula,0
id0058,8,giraffe,1
id0058,9,palmtree,1
id0058,10,pineapple,1
id0058,11,ocean,1
id0058,12,gazelle,1
id0058,13,chanterelle,1
id0058,14,ruin,1
id0058,15,labyrinth,1
id0058,16,orchid,1
id0058,17,zucchini,1
id0058,18,kayak,1
id0058,19,lobster,1
id0058,20,carnation,0
id0058,21,flounder,1
id0058,22,cello,0
id0060,1,eye,1
id0060,2,carrot,1
id0060,3,ant,1
id0060,4,elk,1
id0060,5,choir,0
id0060,6,ventilator,1
id0060,7,arugula,0
id0060,8,giraffe,1
id0060,9,palmtree,1
id0060,10,pineapple,1
id0060,11,ocean,1
id0060,12,gazelle,1
id0060,13,chanterelle,1
id0060,14,ruin,1
id0060,15,labyrinth,1
id0060,16,orchid,1
id0060,17,zucchini,1
id0060,18,kayak,0
id0060,19,lobster,1
id0060,20,carnation,0
id0060,21,flounder,0
id0060,22,cello,0
id0063,1,eye,1
id0063,2,carrot,1
id0063,3,ant,1
id0063,4,elk,1
id0063,5,choir,0
id0063,6,ventilator,1
id0063,7,arugula,1
id0063,8,giraffe,1
id0063,9,palmtree,1
id0063,10,pineapple,1
id0063,11,ocean,0
id0063,12,gazelle,1
id0063,13,chanterelle,0
id0063,14,ruin,0
id0063,15,labyrinth,0
id0063,16,orchid,1
id0063,17,zucchini,1
id0063,18,kayak,0
id0063,19,lobster,0
id0063,20,carnation,0
id0063,21,flounder,1
id0063,22,cello,0
id0066,1,eye,1
id0066,2,carrot,1
id0066,3,ant,1
id0066,4,elk,1
id0066,5,choir,0
id0066,6,ventilator,1
id0066,7,arugula,0
id0066,8,giraffe,1
id0066,9,palmtree,1
id0066,10,pineapple,1
id0066,11,ocean,1
id0066,12,gazelle,1
id0066,13,chanterelle,1
id0066,14,ruin,1
id0066,15,labyrinth,1
id0066,16,orchid,1
id0066,17,zucchini,1
id0066,18,kayak,0
id0066,19,lobster,1
id0066,20,carnation,0
id0066,21,flounder,1
id0066,22,cello,1
id0067,1,eye,1
id0067,2,carrot,1
id0067,3,ant,1
id0067,4,elk,0
id0067,5,choir,0
id0067,6,ventilator,1
id0067,7,arugula,1
id0067,8,giraffe,1
id0067,9,palmtree,0
id0067,10,pineapple,1
id0067,11,ocean,0
id0067,12,gazelle,1
id0067,13,chanterelle,0
id0067,14,ruin,0
id0067,15,labyrinth,0
id0067,16,orchid,0
id0067,17,zucchini,1
id0067,18,kayak,0
id0067,19,lobster,0
id0067,20,carnation,0
id0067,21,flounder,1
id0067,22,cello,0
id0069,1,eye,1
id0069,2,carrot,1
id0069,3,ant,1
id0069,4,elk,1
id0069,5,choir,1
id0069,6,ventilator,1
id0069,7,arugula,1
id0069,8,giraffe,1
id0069,9,palmtree,1
id0069,10,pineapple,1
id0069,11,ocean,1
id0069,12,gazelle,0
id0069,13,chanterelle,1
id0069,14,ruin,1
id0069,15,labyrinth,1
id0069,16,orchid,0
id0069,17,zucchini,1
id0069,18,kayak,0
id0069,19,lobster,1
id0069,20,carnation,0
id0069,21,flounder,1
id0069,22,cello,1
id0072,1,eye,1
id0072,2,carrot,1
id0072,3,ant,1
id0072,4,elk,1
id0072,5,choir,0
id0072,6,ventilator,1
id0072,7,arugula,1
id0072,8,giraffe,1
id0072,9,palmtree,1
id0072,10,pineapple,1
id0072,11,ocean,1
id0072,12,gazelle,0
id0072,13,chanterelle,0
id0072,14,ruin,1
id0072,15,labyrinth,1
id0072,16,orchid,0
id0072,17,zucchini,1
id0072,18,kayak,1
id0072,19,lobster,0
id0072,20,carnation,0
id0072,21,flounder,0
id0072,22,cello,0
id0074,1,eye,1
id0074,2,carrot,1
id0074,3,ant,1
id0074,4,elk,1
id0074,5,choir,1
id0074,6,ventilator,0
id0074,7,arugula,1
id0074,8,giraffe,1
id0074,9,palmtree,0
id0074,10,pineapple,0
id0074,11,ocean,0
id0074,12,gazelle,1
id0074,13,chanterelle,0
id0074,14,ruin,0
id0074,15,labyrinth,0
id0074,16,orchid,0
id0074,17,zucchini,0
id0074,18,kayak,0
id0074,19,lobster,1
id0074,20,carnation,0
id0074,21,flounder,0
id0074,22,cello,0
id0075,1,eye,1
id0075,2,carrot,1
id0075,3,ant,1
id0075,4,elk,1
id0075,5,choir,0
id0075,6,ventilator,1
id0075,7,arugula,0
id0075,8,giraffe,1
id0075,9,palmtree,1
id0075,10,pineapple,1
id0075,11,ocean,1
id0075,12,gazelle,1
id0075,13,chanterelle,1
id0075,14,ruin,1
id0075,15,labyrinth,1
id0075,16,orchid,0
id0075,17,zucchini,1
id0075,18,kayak,0
id0075,19,lobster,1
id0075,20,carnation,1
id0075,21,flounder,0
id0075,22,cello,0
id0076,1,eye,1
id0076,2,carrot,1
id0076,3,ant,1
id0076,4,elk,1
id0076,5,choir,0
id0076,6,ventilator,1
id0076,7,arugula,0
id0076,8,giraffe,1
id0076,9,palmtree,1
id0076,10,pineapple,1
id0076,11,ocean,1
id0076,12,gazelle,0
id0076,13,chanterelle,1
id0076,14,ruin,1
id0076,15,labyrinth,1
id0076,16,orchid,0
id0076,17,zucchini,1
id0076,18,kayak,1
id0076,19,lobster,1
id0076,20,carnation,0
id0076,21,flounder,1
id0076,22,cello,0
id0077,1,eye,1
id0077,2,carrot,1
id0077,3,ant,1
id0077,4,elk,1
id0077,5,choir,1
id0077,6,ventilator,1
id0077,7,arugula,0
id0077,8,giraffe,1
id0077,9,palmtree,1
id0077,10,pineapple,1
id0077,11,ocean,1
id0077,12,gazelle,0
id0077,13,chanterelle,0
id0077,14,ruin,1
id0077,15,labyrinth,1
id0077,16,orchid,0
id0077,17,zucchini,1
id0077,18,kayak,0
id0077,19,lobster,1
id0077,20,carnation,0
id0077,21,flounder,0
id0077,22,cello,1
id0080,1,eye,1
id0080,2,carrot,1
id0080,3,ant,1
id0080,4,elk,1
id0080,5,choir,1
id0080,6,ventilator,1
id0080,7,arugula,1
id0080,8,giraffe,1
id0080,9,palmtree,1
id0080,10,pineapple,1
id0080,11,ocean,1
id0080,12,gazelle,1
id0080,13,chanterelle,1
id0080,14,ruin,1
id0080,15,labyrinth,1
id0080,16,orchid,1
id0080,17,zucchini,1
id0080,18,kayak,1
id0080,19,lobster,1
id0080,20,carnation,0
id0080,21,flounder,1
id0080,22,cello,0
id0082,1,eye,1
id0082,2,carrot,1
id0082,3,ant,1
id0082,4,elk,1
id0082,5,choir,1
id0082,6,ventilator,1
id0082,7,arugula,1
id0082,8,giraffe,1
id0082,9,palmtree,1
id0082,10,pineapple,1
id0082,11,ocean,0
id0082,12,gazelle,0
id0082,13,chanterelle,1
id0082,14,ruin,1
id0082,15,labyrinth,1
id0082,16,orchid,1
id0082,17,zucchini,1
id0082,18,kayak,0
id0082,19,lobster,1
id0082,20,carnation,1
id0082,21,flounder,1
id0082,22,cello,0
id0085,1,eye,1
id0085,2,carrot,1
id0085,3,ant,1
id0085,4,elk,1
id0085,5,choir,1
id0085,6,ventilator,1
id0085,7,arugula,0
id0085,8,giraffe,1
id0085,9,palmtree,1
id0085,10,pineapple,1
id0085,11,ocean,1
id0085,12,gazelle,1
id0085,13,chanterelle,1
id0085,14,ruin,1
id0085,15,labyrinth,1
id0085,16,orchid,1
id0085,17,zucchini,1
id0085,18,kayak,1
id0085,19,lobster,1
id0085,20,carnation,0
id0085,21,flounder,1
id0085,22,cello,1
id0089,1,eye,1
id0089,2,carrot,1
id0089,3,ant,1
id0089,4,elk,1
id0089,5,choir,0
id0089,6,ventilator,1
id0089,7,arugula,0
id0089,8,giraffe,1
id0089,9,palmtree,1
id0089,10,pineapple,1
id0089,11,ocean,1
id0089,12,gazelle,1
id0089,13,chanterelle,1
id0089,14,ruin,1
id0089,15,labyrinth,1
id0089,16,orchid,1
id0089,17,zucchini,1
id0089,18,kayak,1
id0089,19,lobster,1
id0089,20,carnation,0
id0089,21,flounder,0
id0089,22,cello,0
id0091,1,eye,1
id0091,2,carrot,1
id0091,3,ant,1
id0091,4,elk,1
id0091,5,choir,1
id0091,6,ventilator,1
id0091,7,arugula,0
id0091,8,giraffe,1
id0091,9,palmtree,1
id0091,10,pineapple,1
id0091,11,ocean,1
id0091,12,gazelle,1
id0091,13,chanterelle,1
id0091,14,ruin,1
id0091,15,labyrinth,1
id0091,16,orchid,0
id0091,17,zucchini,1
id0091,18,kayak,0
id0091,19,lobster,1
id0091,20,carnation,0
id0091,21,flounder,0
id0091,22,cello,1
id0092,1,eye,1
id0092,2,carrot,1
id0092,3,ant,1
id0092,4,elk,1
id0092,5,choir,0
id0092,6,ventilator,1
id0092,7,arugula,1
id0092,8,giraffe,1
id0092,9,palmtree,1
id0092,10,pineapple,1
id0092,11,ocean,0
id0092,12,gazelle,1
id0092,13,chanterelle,1
id0092,14,ruin,1
id0092,15,labyrinth,1
id0092,16,orchid,1
id0092,17,zucchini,1
id0092,18,kayak,0
id0092,19,lobster,0
id0092,20,carnation,1
id0092,21,flounder,0
id0092,22,cello,0
id0093,1,eye,1
id0093,2,carrot,1
id0093,3,ant,1
id0093,4,elk,1
id0093,5,choir,0
id0093,6,ventilator,1
id0093,7,arugula,1
id0093,8,giraffe,1
id0093,9,palmtree,1
id0093,10,pineapple,1
id0093,11,ocean,1
id0093,12,gazelle,1
id0093,13,chanterelle,1
id0093,14,ruin,1
id0093,15,labyrinth,1
id0093,16,orchid,1
id0093,17,zucchini,1
id0093,18,kayak,1
id0093,19,lobster,1
id0093,20,carnation,1
id0093,21,flounder,0
id0093,22,cello,1
id0095,1,eye,1
id0095,2,carrot,1
id0095,3,ant,1
id0095,4,elk,1
id0095,5,choir,1
id0095,6,ventilator,1
id0095,7,arugula,1
id0095,8,giraffe,1
id0095,9,palmtree,1
id0095,10,pineapple,1
id0095,11,ocean,1
id0095,12,gazelle,1
id0095,13,chanterelle,1
id0095,14,ruin,1
id0095,15,labyrinth,1
id0095,16,orchid,1
id0095,17,zucchini,1
id0095,18,kayak,1
id0095,19,lobster,1
id0095,20,carnation,0
